,name,companyName,website,phone,email,countryName,mainStandHolderName
193,CASTILLA Y LEÓN,CASTILLA Y LEÓN@WTMKT21,https://www.turismocastillayleon.com/turismocyl/en,983 329 426,alberto.bosque@jcyl.es,Spain,Turespana
194,Cat City Holidays Sdn. Bhd.,Cat City Holidays Sdn. Bhd.@WTMKT21,,,,Malaysia,Sarawak Tourism
195,Catalan Tourist Board,Catalan Tourist Board,http://www.catalunya.com ,,,Spain,
196,Cayman Islands Department of Tourism,Cayman Islands Department of Tourism@WTMKT21,https://visitcaymanislands.com,02074917771,trade-info@caymanislands.ky,United Kingdom,Caribbean Tourism Organisation Chapter UK & Europe
197,Centara Hotels and Resorts,Centara Hotels and Resorts@WTMKT21,https://www.centarahotelsresorts.com/homepage,,,Thailand,Tourism Authority Of Thailand -TAT Europe
198,Central Bohemia,Central Bohemia@WTMKT21,https://www.centralbohemia.eu/,+420 222 288 911,info@sccr.cz,Czech Republic,Czech Tourist Authority - CzechTourism
199,Centro de Portugal Tourism Bureau,Centro de Portugal Tourism Bureau@WTMKT21,,,,Portugal,Turismo de Portugal I.P
200,České dráhy a. s.,Ceske Drahy@WTMKT21,http://www.cd.cz/en,+420737039184,obchod@gr.cd.cz,Czech Republic,Czech Tourist Authority - CzechTourism
201,Charming Villages in Europe,Charming Villages in Europe@WTMKT21,https://www.charmingvillages.eu/,+351224930832,info@charmingeurope.eu,Portugal,Catalan Tourist Board
202,CHAT TOURS,CHAT TOURS MEPE@WTMKT21,http://www.chat-tours.com,+302103237431,chat@chatours.gr,Greece,Greek National Tourism Organisation
203,CHC HOTEL SERVICES,CHC TOURISM BUSINESS@WTMKT21,https://www.chc.gr/,+302810263664,info@chc.gr,Greece,Greek National Tourism Organisation
204,China Adventure Travel Co. Ltd,China Adventure Travel Co. Ltd,http://www.chinaadventureltd.com/,+86 20 83312843,info@chinaadventureltd.com,China,
205,China Airlines,China Airlines@WTMKT21,https://www.china-airlines.com/uk/en,020 7644 6110,lonres.ci@aviareps.com,United Kingdom,Taiwan Tourism Bureau
206,Chiriatti Tour,Chiriatti Tour@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
207,"Ciaoflorence Tours, Transfers and Activities",Ciaoflorence Tours & Travels srl,http://www.ciaoflorence.it,+39 055354044,info@ciaoflorence.it,Italy,
208,CICAR - Canary Islands Car,CICAR - Canary Islands Car,,,,Spain,
209,Cilentomania,Cilentomania@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
210,Cinnamon Hotels & Resorts,Cinnamon Hotels Management Limited@WTMKT21,https://www.cinnamonhotels.com/,+94 (0) 11 2 161 161,info@cinnamonhotels.com,Sri Lanka,Sri Lanka Tourism Promotion Bureau
211,AIR MALTA,CITRUS@WTMKT21,,,,Malta,MALTA TOURISM AUTHORITY
212,VISITDEBRECEN,Debrecen Turisztikai Ügynökség KH NP Kft.@WTMKT21,,,,Hungary,Visit Hungary
213,City of Lublin,Lokalna Organizacja Turystyczna Metropolia Lublin@WTMKT21,https://lublininfo.com/en,+48533391569,info@lotml.org,Poland,Polish Tourism Organisation
214,City of Sofia,Sofia Tourism Administration@WTMKT21,,,,Bulgaria,Ministry of Tourism of The Republic of Bulgaria
215,City Sightseeing Italy,City Sightseeing Italy,,,,Italy,
216,City Sightseeing Ltd,City Sightseeing Ltd,,,,United Kingdom,
217,CITYRAMA DMC / FIT & GROUPS,CRB CITYRAMA KFT.@WTMKT21,,,,Hungary,Visit Hungary
218,CLEOPATRA HOTELS & RESORTS,CLEOPATRA HOTELS & RESORTS,,,,Egypt,
219,CLUB DEL SOLE,CLUB DEL SOLE @WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
220,CLUB ESSE SARDEGNA HOTELS & RESORTS,ATOS GESTIONI SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
221,CLUB HOTEL ANCORA,CLUB HOTEL ANCORA SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
222,CN TRAVEL,CN TRAVEL@WTMKT21,,,,Spain,Turespana
223,COCEMFE,COCEMFE@WTMKT21,,,,Spain,VALENCIA REGION
224,Coco  Boduhithi,Coco  Boduhithi@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
225,Cocoon Maldives,Cocoon Maldives@WTMKT21,https://cocoonmaldives.com/,+960 6626888,booking@cocoonmaldives.com,Maldives,Maldives Marketing and Public Relations Corporation
226,Colombia57,Colombia57@WTMKT21,,,,Colombia,PROCOLOMBIA 
227,colorviaggi incoming,colorviaggi incoming@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
228,Coltur Italia Welcom,Coltur Italia Welcom@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
229,COLUMBUS TOURS,COLUMBUS TOURS (PVT) Ltd SRI LANKA@WTMKT21,https://www.columbustourssrilanka.com/,0112682634,bobbi@columbustourssrilanka.com,Sri Lanka,Sri Lanka Tourism Promotion Bureau
230,come2indonesia,come2indonesia@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
231,Community Homestay Network,Community Homestay Network@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
232,Compagnia Turistico Alberghiera Spa,Compagnia Turistico Alberghiera Spa,,,,Italy,
233,Comune di Bordighera,Comune di Bordighera@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
234,Comune di Sanremo,Comune di Sanremo@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
235,COMUNE DI VIGEVANO,COMUNE DI VIGEVANO@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
236,CONDOR TRAVEL,CONDOR TRAVEL@WTMKT21,,,,Peru,PROMPERÚ
237,Connaissance De Ceylan,Connaissance De Ceylan (Pvt) Ltd@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
238,Conrad Hotel Abu Dhabi Etihad Towers,Conrad Hotel Abu Dhabi Etihad Towers@WTMKT21,http://conradetihadtowers.com/,,laura.dawson@conradhotels.com,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
239,Conrad Maldives Rangali Island,Conrad Maldives Rangali Island@WTMKT21,https://www.conradmaldives.com/,+9606680629,mlehi.maldives@conradhotels.com,Maldives,Maldives Marketing and Public Relations Corporation
240,CONSORCIO DE LA MANGA,CONSORCIO DE LA MANGA @WTMKT21,,,,Spain,Instituto de Turismo de la Region de Murcia
241,CONSORZIO DMO DOLOMITI,CONSORZIO DMO DOLOMITI@WTMKT21,https://www.infodolomiti.it/,+393401982274,dmodolomiti@gmail.com,Italy,VENETO - Regional Tourism Board
242,Consorzio Fortur,Consorzio Fortur@WTMKT21,https://www.consorziofortur.it/,,info@consorziofortur.it,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
243,Consorzio Sappada Dolomiti Turismo,Consorzio Sappada Dolomiti Turismo@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
244,Constantinou Bros Hotels - Cyprus ,Constantinou Hotels Ltd,https://www.cbh-cyprus.com/,0035726884307,csm@cbh-cyprus.com,Cyprus,
245,Coop. Luxury Cars,Coop. Luxury Cars@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
246,Cora Cora Maldives Raa Atoll,Cora Cora Maldives Raa Atoll@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
247,Coral Island Maldives,Coral Island Maldives@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
248,Corsica Tourist Board,Agence du Tourisme de la Corse@WTMKT21,,,,France,ATOUT FRANCE
249,Costa Blanca Tourist Board,Costa Blanca Tourist Board@WTMKT21,,,,Spain,VALENCIA REGION
250,Costa Brava Tourist Board,Costa Brava Tourist Board@WTMKT21,,,,Spain,Catalan Tourist Board
251,Costa Daurada Tourist Board,Costa Daurada Tourist Board@WTMKT21,https://www.costadaurada.info,,costadaurada@dipta.cat,Spain,Catalan Tourist Board
252,Costa Rica Dream Travel,Costa Rica Dream Travel S.A.@WTMKT21,,,,Costa Rica,Costa Rica Tourist Board
253,Costa Rica Sun Tours,Costa Rica Sun Tours @WTMKT21,https://www.crsuntours.com/,(506) 2296-7757,sales@crsuntours.com,Costa Rica,Costa Rica Tourist Board
254,Costa Rica Top Tours,Costa Rica Top Tours @WTMKT21,,,,Costa Rica,Costa Rica Tourist Board
255,Costa Rica Tourist Board,Costa Rica Tourist Board,https://www.visitcostarica.com,(506)22995800,,Costa Rica,
256,Costa Rican Trails,Agencia de Viajes Senderos de Costa Rica S.A@WTMKT21,,,,Costa Rica,Costa Rica Tourist Board
257,CPH Travel Agencies (Sarawak) Sdn. Bhd.,CPH Travel Agencies (Sarawak) Sdn. Bhd.@WTMKT21,,,,Malaysia,Sarawak Tourism
258,CREMONAHOTELS,CREMONAHOTELS@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
259,CRETA MARIS BEACH RESORT SANTO MARIS OIA LUXURY SUITES & SPA,TEAV S.A. MARMARI S.A.@WTMKT21,,,,Greece,Greek National Tourism Organisation
260,Croatia Airlines,Croatia Airlines@WTMKT21,https://www.croatiaairlines.com/,+385 1 66 76 555,contact@croatiaairlines.hr,Croatia,Croatian National Tourist Board
261,Croatian National Tourist Board,Croatian National Tourist Board,https://www.croatia.hr/en-GB, +385 (0)1 4699 333,info@htz.hr,Croatia,
262,CroisiEurope Cruises,Croisieurope,https://www.croisieurope.travel,+33(0)388 762 199,info@croisieurope.travel,France,
263,Crown & Champa Resorts,Crown & Champa Resorts@WTMKT21,https://www.crownandchamparesorts.com/,+960 6640219,info@crownandchamparesorts.com,Maldives,Maldives Marketing and Public Relations Corporation
264,Crowne Plaza Jordan Resort & Spa,IHG Dead Sea Hotels @WTMKT21,,,,Jordan,Jordan Tourism Board
265,Port of Cartagena,Autoridad Portuaria de Cartagena@WTMKT21,https://www.apc.es,0034968325800,cartagena@apc.es,Spain,Instituto de Turismo de la Region de Murcia
266,Cruise America & Cruise Canada RV Rentals,Cruise America Inc,https://www.cruiseamerica.com,,tthompson@cruiseamerica.com,United States,
267,Cruise Saudi,Cruise Saudi@WTMKT21,https://cruisesaudi.com,,RBakhorji@cruisesaudi.com,Saudi Arabia,Saudi Tourism Authority
268,CRYSTAL HOLIDAYS,CRYSTAL HOLIDAYS PVT LTD@WTMKT21,,,,Sri Lanka,Sri Lanka Tourism Promotion Bureau
269,CYPRUS AGROTOURISM COMPANY,CYPRUS AGROTOURISM COMPANY@WTMKT21,,,,Cyprus,Cyprus Deputy Ministry of Tourism
270,CYPRUS AIRWAYS,CYPRUS AIRWAYS@WTMKT21,https://www.cyprusairways.com/,0035724020976,marketing@cyprusairways.com,Cyprus,Cyprus Deputy Ministry of Tourism
271,Cyprus Deputy Ministry of Tourism,Cyprus Deputy Ministry of Tourism,https://www.visitcyprus.com/index.php/en/,+357 22691100,christakisdemetriou@visitcyprus.com,Cyprus,
272,Cyprus Paradise,Cyprus Paradise@WTMKT21,,,,United Kingdom,North Cyprus Tourism Centre Ltd
273,Cyprus Turkish Tourism and Travel Agencies Union,Cyprus Turkish Tourism and Travel Agencies Union@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
274,Cyprus Turkish Tourist Guides Association,Cyprus Turkish Tourist Guides Association@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
275,Cyprus Xp Travel,Cyprus Xp Travel@WTMKT21,,,,Cyprus,North Cyprus Tourism Centre Ltd
276,Czech Tourist Authority - CzechTourism,Czech Tourism Authority,,,,Czech Republic,
277,Danapati Hospitality Management ,Danapati Hospitality Management @WTMKT21,https://danapatihospitality.com,+62216619308,ogie.fachrurrozi@danapatihospitality.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
278,DANUBIUS HOTELS,DANUBIUS ZRT@WTMKT21,,,,Hungary,Visit Hungary
279,Darna Travel & Tourism,Darna Travel & Tourism@WTMKT21,,,,Jordan,Jordan Tourism Board
280,Daytona Beach Area Convention & Visitors Bureau,Daytona Beach Area Convention & Visitors Bureau@WTMKT21,https://www.daytonabeach.com/,(386) 255-0415,info@daytonabeach.com,United States,Visit Florida
281,db Hotels + Resorts,db Hotels + Resorts@WTMKT21,,,,Malta,MALTA TOURISM AUTHORITY
282,Decameron All Inclusive Hotels and Resorts,Decameron Global Services@WTMKT21,,,,United States,Jamaica Tourist Board
283,DELPHINA HOTELS & RESORTES,DELPHINA SPA@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
284,Dema Hotels SRL,Dema Hotels SRL,,,,Italy,
285,Department of Ajman Tourism,Department of Ajman Tourism,https://ajman.travel/,+97167116628,Shahad.alhammadi@ajmantourism.ae,United Arab Emirates,
286,Department of Culture and Tourism – Abu Dhabi,Department of Culture and Tourism – Abu Dhabi,https://visitabudhabi.ae,,,United Arab Emirates,
287,Kerala Tourism,"Department of Tourism , Government of Kerala",https://www.keralatourism.org/,9946251444,contact@keralatourism.org,India,
288,Desert Gate Tourism,Desert Gate Tourism@WTMKT21,https://www.desertgate.ae,+97142241155,info@desertgate.ae,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
289,Destination Asia,Destination Asia@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
290,Destination Asia Thailand,Destination Asia Thailand@WTMKT21,,,,Thailand,Tourism Authority Of Thailand -TAT Europe
291,DESTINATION COSTA RICA,Destino de Viajes Costa Rica SA@WTMKT21,,,,Costa Rica,Costa Rica Tourist Board
292,Details Hotels,Details Hotels@WTMKT21,,,,Portugal,Turismo de Portugal I.P
293,Dhigufaru Island Resort,Dhigufaru Island Resort@WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
294,DIAMOND TOUR,Diamond Tour@WTMKT21,https://www.diamondtour.cz,+420605840854,info@diamondtour.cz,Czech Republic,Czech Tourist Authority - CzechTourism
295,Diamonds Thudufushi Beach & Water Villas,Diamonds Thudufushi Beach & Water Villas@WTMKT21,https://www.diamondsresorts.com/,+41919113337,sales@planhotel.ch,Switzerland,Maldives Marketing and Public Relations Corporation
296,Diesenhaus Unitours Incoming Tourism (1998) Ltd.,Diesenhaus Unitours Incoming Tourism (1998) Ltd.@WTMKT21,,,,Israel,Israel Government Tourist Office
297,Diethelm Travel Thailand,Diethelm Travel Thailand@WTMKT21,https://www.diethelmtravel.com,+66 2 782 7000,sales@th.diethelmtravel.com,Thailand,Tourism Authority Of Thailand -TAT Europe
298,DIJON TOURISM,DIJON TOURISM@WTMKT21,,,,France,BURGUNDY TOURIST BOARDS
299,Dilrabo Travel,Dilrabo Travel@WTMKT21,,,,Uzbekistan,Import Promotion Desk (IPD) - Sustainable Tourism Programme
300,Barcelona Provincial Council,Diputació de Barcelona @WTMKT21,http://www.barcelonaismuchmore.com ,671 496 167,ruizpis@diba.cat,Spain,Catalan Tourist Board
301,Diriyah Gate Development Authority,Diriyah Gate Development Authority@WTMKT21,https://www.diriyahgate.sa/Home.aspx,,jhartley@dgda.gov.sa,Saudi Arabia,Saudi Tourism Authority
302,Discova,Discova@WTMKT21,,,,United Kingdom,Tourism Authority Of Thailand -TAT Europe
303,Discover Crystal River,Discover Crystal River@WTMKT21,,,,United States,Visit Florida
304,Discovering Americas,Discovering Americas@WTMKT21,https://www.discoveringamericas.com,+593998614575,ventas@discoveringamericas.com,Ecuador,Import Promotion Desk (IPD) - Sustainable Tourism Programme
305,Discovery Circle Tours,Discovery Circle Tours@WTMKT21,,,,Jordan,Jordan Tourism Board
306,Discovery Portugal,Discovery Portugal@WTMKT21,,,,Portugal,Turismo de Portugal I.P
307,Discovery Puglia,Discovery Puglia@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
308,DMC Japan by Knt,DMC Japan by Knt@WTMKT21,https://www.dmcjapan-knt.com/,+81-3-6891-9200,dmcjapan@or.knt.co.jp,Japan,Japan National Tourism Organization
309,DOLOMITI ADVENTURE,NEW TRAVEL Tomasz Lipiński@WTMKT21,,,,Poland,Polish Tourism Organisation
310,Domestic Asia Tour,Domestic Asia Tour@WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
311,DOMIRUTH,DOMIRUTH@WTMKT21,,,,Peru,PROMPERÚ
312,Door Travel,Door Travel@WTMKT21,,,,Portugal,Turismo de Portugal I.P
313,Double-Six Luxury Hotel Seminyak,Double-Six Luxury Hotel Seminyak @WTMKT21,,,,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
314,DoubleTree by Hilton,DoubleTree by Hilton@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
315,DoubleTree by Hilton Jakarta - Diponegoro,DoubleTree by Hilton Jakarta - Diponegoro@WTMKT21,https://www.JakartaDiponegoro.DoubleTree.com,+62212957000,wida.anissa@hilton.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
316,"DoubleTree by Hilton Resort & Marjan Island, Hampton by Hilton Marjan Island, DoubleTree by Hilton Ras Al Khaimah ","DoubleTree by Hilton Resort & Marjan Island, Hampton by Hilton Marjan Island, DoubleTree by Hilton Ras Al Khaimah @EIBTM21",http://www.marjanislandresort.doubletree.com/,+97172030000,DTMarjan.Info@hilton.com,United Arab Emirates,Ras Al Khaimah Tourism Development Authority
317,White Cliffs Country,Dover District Council,https://www.whitecliffscountry.org.uk/,01304 201066,vic@dover.gov.uk,United Kingdom,
318,Dravidian Trails Holidays Pvt Ltd,Dravidian Trails Holidays Pvt Ltd@WTMKT21,https://www.dravidiantrails.in,+91 9847031007,info@dravidiantrails.in,India,Kerala Tourism
319,Dubrovnik & Neretva County Tourist Board,Dubrovnik & Neretva County Tourist Board@WTMKT21,http://visitdubrovnik.hr,+38520324999,info@visitdubrovnik.hr,Croatia,Croatian National Tourist Board
320,Dubrovnik Tourist Board,Dubrovnik Tourist Board@WTMKT21,https://www.tzdubrovnik.hr ,+38520312015,romana.vlasic@tzdubrovnik.hr,Croatia,Croatian National Tourist Board
321,Dur Hospitality,Dur Hospitality@WTMKT21,https://www.dur.sa/en,(+966)114816666,balshamrani@dur.sa,Saudi Arabia,Saudi Tourism Authority
322,Dusit Hotels & Resorts,Dusit Hotels & Resorts@WTMKT21,https://www.dusit.com,07933260729,sue.bailey@dusit.com,United Kingdom,Tourism Authority Of Thailand -TAT Europe
323,Dutch Cruise Line,Dutch Cruise Line@WTMKT21,https://www.dutchcruiseline.nl/,+31 (0)475 46 00 65,office@dutchcruiseline.nl,Netherlands,Keukenhof
324,Easia Travel,Easia Travel@WTMKT21,http://www.easia-travel.com,+44 2032 902527,morgan@easia-travel.com,Thailand,Tourism Authority Of Thailand -TAT Europe
325,Eastend Hotels and Resorts,Eastend Hotels and Resorts@WTMKT21,,,,India,Kerala Tourism
326,Eastern Cape Parks & Tourism Agency,Eastern Cape Parks & Tourism Agency@WTMKT21,https://www.visiteasterncape.co.za,,susan.wilson@ecpta.co.za,South Africa,South African Tourism
327,Ecogreen Holidays Sdn. Bhd.,Ecogreen Holidays Sdn. Bhd.@WTMKT21,http:// www.ecogreen-holidays.com,+60128022218,info@ecogreen-holidays.com,Malaysia,Sarawak Tourism
328,Ecotour Darien,Ecotour Darien@WTMKT21,,,,Panama,VISIT PANAMA
329,Editora Mercado e Eventos LTDA,Editora Mercado e Eventos LTDA,,,,Brazil,
330,Egypt Promotion Travel,Egypt Promotion Travel@WTMKT21,,,,Egypt,Egyptian Tourism Promotion Board
331,Egyptian Tourism Promotion Board,Egyptian Tourism Promotion Board,http://www.egypt.travel/,+44 20 7493 5283,info@gotoegypt.org,Egypt,
332,Eilat Hotel Association &,Eilat Hotel Association &  Eilat Tourism Corporation@WTMKT21,,,,Israel,Israel Government Tourist Office
333,EL AL,EL AL @WTMKT21,,,,Israel,Israel Government Tourist Office
334,EL HIERRO TOURIST BOARD,CONSEJERÍA DE TURISMO DE EL HIERRO@WTMKT21,,,,Spain,Canary Islands
335,Elding Whalewatching,Elding Hvalaskodun Reykjav ehf@WTMKT21,,,,Iceland,Airport Direct ehf
336,Elevair Tours,Elevair Tours@WTMKT21,,,,Panama,VISIT PANAMA
337,Elite Island Resorts,Elite Island Resorts@WTMKT21,,,,United Kingdom,Caribbean Tourism Organisation Chapter UK & Europe
338,Elite Limousines,Elite Limousines@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
339,Elite Travel d.o.o..,Elite Travel d.o.o..,,,,Croatia,
340,Empire State Building Observatory,Empire State Building Observatory@WTMKT21,,,,United States,NYC & Company
341,EMVIAGEM,EMVIAGEM@WTMKT21,https://www.grupoemviagem.com,,,Portugal,Turismo de Portugal I.P
342,ENIT - AGENZIA NAZIONALE DEL TURISMO,ENIT - AGENZIA NAZIONALE DEL TURISMO,,,,Italy,
343,Alamo Rent A Car,Enterprise Rent A Car UK Ltd-EIS Department,https://www.alamo.co.uk,+44 (0) 800 028 2390,,United Kingdom,
344,"EPG Turismo y Deporte de Andalucía, SA.","EPG Turismo y Deporte de Andalucía, SA.",,,,Spain,
345,ERTH Hotel,ERTH Hotel@WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
346,ESPRIT LIBRE INCOMING ITALY,ESPRIT LIBRE INCOMING ITALY@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
347,Estec - DMC Czech Republic & Central Europe,Estec@WTMKT21,,,,Czech Republic,Czech Tourist Authority - CzechTourism
348,Etihad,Etihad@WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
349,Euronews,Euronews,,,,France,
350,Europe Incoming,Europe Incoming,https://www.europeincoming.com,+44 (0)203 8994 5001,sales@europeincoming.com,United Kingdom,
351,ETOA - European tourism association,European Tour Operators Association Ltd.,https://www.etoa.org/,,member@etoa.org,United Kingdom,
352,DISCOVERY,EUROSPORT SAS,https://www.discoveryuk.com/,0661027039,Denia_Morfi@discovery.com,France,
353,EVA AIR,EVA AIR@WTMKT21,https://www.evaair.com/en-gb/index.html,02073808333,sales@evaair.com,United Kingdom,Taiwan Tourism Bureau
354,Evergreen Tours International Pvt. Ltd. / Kalsee Eco-Lodge,Evergreen Tours International Pvt. Ltd. / Kalsee Eco-Lodge@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
355,Evintra UG,Evintra UG,,,,Germany,
356,Excel Travel,Excel Travel @WTMKT21,,,,Egypt,Egyptian Tourism Promotion Board
357,Experience Hub,Experience Hub@WTMKT21,,,,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
358,Experience Scottsdale,Experience Scottsdale @WTMKT21,https://www.experiencescottsdale.com/,+1-480-889-2705,ewininger@experiencescottsdale.com,United States,USA Pavilion
359,EXPERT TRAVEL TEAM SORRENTO ITALY,EXPERT TRAVEL TEAM SORRENTO ITALY@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
360,Explore Evenmore Tours and Travels Pvt. Ltd (EEM Travels),Explore Evenmore Tours and Travels Pvt. Ltd (EEM Travels)@WTMKT21,,,,Nepal,Import Promotion Desk (IPD) - Sustainable Tourism Programme
361,Explore Shizuoka/Tourism Shizuoka Japan,Explore Shizuoka/Tourism Shizuoka Japan@WTMKT21,https://exploreshizuoka.com/,0203 375 4052,info@humewhitehead.co.uk,Japan,Japan National Tourism Organization
362,Explore Sumba,Explore Sumba@WTMKT21,http://exploresumba.com/,+6281236698077,info@exploresumba.com,Indonesia,The Ministry of Tourism and Creative Economy of the Republic of Indonesia
363,Expo Centre Sharjah,Expo Centre Sharjah@WTMKT21,https://www.expo-centre.ae/,0097165770000,sultan.albah@expo-centre.ae,United Arab Emirates,Sharjah Commerce & Tourism Development Authority
364,EXTREMADURA,EXTREMADURA@WTMKT21,,,,Spain,Turespana
365,Fabula Tours,Fabula Tours@WTMKT21,https://www.fabulatours.eu/,,info@fabulatours.eu,Slovenia,Slovenian Tourist Board
366,Fairmont Amman,Injaz For Development and investment Co.@WTMKT21,,,,Jordan,Jordan Tourism Board
367,Falkland Islands Tourist Board,Falkland Islands Tourist Board,https://www.falklandislands.com/,+500 27019,steph@falklandislands.com,Falkland Islands,
368,Farah Experiences,Farah Experiences @WTMKT21,https://www.yasisland.ae/en/theme-parks,+971 2 497 9013,tpaulino@farahexperiences.com,United Arab Emirates,Department of Culture and Tourism – Abu Dhabi
369,FARHAT TOURS,FARHAT TOURS@WTMKT21,,,,Bahrain,Bahrain Tourism & Exhibitions Authority (BTEA)
370,Fashion Arena Prague Outlet,Fashion Arena Prague Outlet@WTMKT21,,,,Czech Republic,Czech Tourist Authority - CzechTourism
371,United Hotels of Portugal,Fátima Hotels Group (FHG Hotel) @WTMKT21,https://www.unitedhotels.pt/,+351249531101,booking@unitedhotels.pt,Portugal,Turismo de Portugal I.P
372,Fattal Hotels LTD,Fattal Hotels LTD @WTMKT21,,,,Israel,Israel Government Tourist Office
373,Feenstra River Cruises,Feenstra Rijn Lijn BV,https://www.feenstrarhineline.com,+31 264456983,sales@feenstrarhineline.com,Netherlands,
374,FELANITX,FELANITX AJUNTAMENT@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
375,FELIX HOTELS SRL,FELIX HOTELS SRL@WTMKT21,,,,Italy,REGIONE AUTONOMA DELLA SARDEGNA
376,Fidenza Village - The Bicester Village Shopping Collection,FIDENZA VILLAGE - THE BICESTER VILLAGE SHOPPING COLLECTION@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
377,Fihalhohi Island Resort,Fihalhohi Island Resort@WTMKT21,https://www.fihalhohi.com.mv/,+960 664 2903,sales.manager@fihalhohi.com.mv,Maldives,Maldives Marketing and Public Relations Corporation
378,Filitheyo Island Resort,Filitheyo Island Resort @WTMKT21,,,,Maldives,Maldives Marketing and Public Relations Corporation
379,Ibiza Tourist Board,"Fires, Congressos i Esdeveniments d'Eivissa S.A.U (FECOEV)",http://ibiza.travel/en/,+34971198791,media@ibiza.travel,Spain,
380,"FITUR, INTERNATIONAL TOURISM FAIR","FITUR, INTERNATIONA TOURISM TRADE FAIR@WTMKT21",https://www.ifema.es/en/fitur,+34659951435,fitur@ifema.es,Spain,Turespana
381,Floriade Expo 2022,Floriade Almere 2022 B.V.@WTMKT21,http://www.floriade.com,,info@floriade.com,Netherlands,ETOA - European tourism association
382,Florida's Northeast Coast,Florida's Northeast Coast@WTMKT21,,,,United States,Visit Florida
383,Flynas,Flynas@WTMKT21,,,,Saudi Arabia,Saudi Tourism Authority
384,VISIT PANAMA,FONDO DE PROMOCION TURISTICA,,,,Panama,
385,FORMENTERA,CONSELL INSULAR DE FORMENTERA@WTMKT21,,,,Spain,"BALEARIC ISLANDS (Mallorca, Menorca, Ibiza & Formentera)"
386,Friuli Venezia Giulia Tourist Board,Friuli Venezia Giulia Tourist Board@WTMKT21,,,,Italy,ENIT - AGENZIA NAZIONALE DEL TURISMO
387,Cargini    -     CarQ,FT Enterprises,https://www.carq.rent ,+30 2811217124,franchise@ft-enterprises.com,Mauritius,
388,FUERTEVENTURA TOURIST BOARD,FUERTEVENTURA TOURIST BOARD@WTMKT21,https://visitfuerteventura.es,(+34) 928 53 08 44,info@visitfuerteventura.es,Spain,Canary Islands
389,Fujairah Adventures,Fujairah Adventures @WTMKT21,,,,United Arab Emirates,"Fujairah Tourism & Antiquities Authority, Government of Fujairah"
